,pdf_name,typ,frq,si_app,th_strat,th_meas,mt_uV,th_ri,mt_contr,si_pct,si_pct_min,si_pct_max,mso,stim_co,stim_mo,coil_shp,coil_siz,coil_mo,note,contrib_id,PMID,doi,link
212,Todd_2006_JApplPhysiol_16675612.pdf,iTBS,,AMT,ML,E,100.0,5_10,0.1,90.0,,,,MagSti,SR,,,,multiple stimulators; frq: 2 Hz iTBS; coil: defined for spTMS,1,16675612,10.1152/japplphysiol.01399.2005,https://doi.org/10.1152/japplphysiol.01399.2005
213,Todd_2006_JApplPhysiol_16675612.pdf,iTBS,,AMT,ML,E,100.0,5_10,0.1,70.0,,,,MagSti,SR,,,,multiple stimulators; frq: 6 Hz iTBS; coil: defined for spTMS,1,16675612,10.1152/japplphysiol.01399.2005,https://doi.org/10.1152/japplphysiol.01399.2005
214,Todd_2006_JApplPhysiol_16675612.pdf,iTBS,,AMT,ML,E,100.0,5_10,0.1,80.0,,,,MagSti,SR,,,,multiple stimulators; frq: 6 Hz iTBS; coil: defined for spTMS,1,16675612,10.1152/japplphysiol.01399.2005,https://doi.org/10.1152/japplphysiol.01399.2005
215,Todd_2006_JApplPhysiol_16675612.pdf,iTBS,,AMT,ML,E,100.0,5_10,0.1,90.0,,,,MagSti,SR,,,,multiple stimulators; frq: 6 Hz iTBS; coil: defined for spTMS,1,16675612,10.1152/japplphysiol.01399.2005,https://doi.org/10.1152/japplphysiol.01399.2005
216,Trojano_2006_Neuropsychologia_16529780.pdf,rTMS,1.0,RMT,ML,V,,,,80.0,,,,MagSti,,F8,90.0,,site: P3; stim_mo: custom; coil_siz: external wing diameter,1,16529780,10.1016/j.neuropsychologia.2006.01.017,https://doi.org/10.1016/j.neuropsychologia.2006.01.017
217,Trojano_2006_Neuropsychologia_16529780.pdf,rTMS,1.0,RMT,ML,V,,,,80.0,,,,MagSti,,F8,90.0,,site: P4; stim_mo: custom; coil_siz: external wing diameter,1,16529780,10.1016/j.neuropsychologia.2006.01.017,https://doi.org/10.1016/j.neuropsychologia.2006.01.017
218,Vanderhasselt_2006_ExpBrainRes_16418843.pdf,rTMS,,MT,,,,,,110.0,,,,MagSti,HS,F8,,,,1,16418843,10.1007/s00221-005-0344-z,https://doi.org/10.1007/s00221-005-0344-z
219,Agostino_2007_ExpbrainRes_17265042.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,90.0,,,,MagSti,SR,F8,90.0,,,1,17265042,10.1007/s00221-006-0838-3,https://doi.org/10.1007/s00221-006-0838-3
220,Avanzino_2007_JPhysiol_17556392.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,90.0,,,39.0,MagSti,R,F8,90.0,,experiment: 2; coil_siz: mean loop diameter,1,17556392,10.1113/jphysiol.2007.134510,https://doi.org/10.1113/jphysiol.2007.134510
221,Bortolomasi_2007_PsychiatryRes_17303249.pdf,rTMS,20.0,MT,ML,,,,,90.0,,,,MagSti,R,R,90.0,,coil_siz: external ,1,17303249,10.1016/j.psychres.2006.04.010,https://doi.org/10.1016/j.psychres.2006.04.010
222,Centonze_2007_Neurology_17389310.pdf,rTMS,5.0,RMT,ML,E,50.0,3_5,,100.0,,,,MagSti,R,F8,70.0,,,5,17389310,10.1212/01.wnl.0000257818.16952.62,https://doi.org/10.1212/01.wnl.0000257818.16952.62
223,Centonze_2007_Neurology_17389310.pdf,rTMS,1.0,RMT,ML,E,50.0,3_5,,90.0,,,,MagSti,R,F8,70.0,,,5,17389310,10.1212/01.wnl.0000257818.16952.62,https://doi.org/10.1212/01.wnl.0000257818.16952.62
224,Epstein_2007_ClinNeurophysiol_17714987.pdf,rTMS,10.0,RMT,ML,V,,5_10,,110.0,,,,Cad,HS,,,,site: DLPFC; coil_mo: custom iron-core coil,5,17714987,10.1016/j.clinph.2007.07.010,https://doi.org/10.1016/j.clinph.2007.07.010
225,Fitzgerald_2007_JClinPsychopharmacol_17873682.pdf,rTMS,1.0,RMT,CITE,,,,,110.0,,,,MedDan,MP30,F8,70.0,,,1,17873682,10.1097/jcp.0b013e318151521c,https://doi.org/10.1097/jcp.0b013e318151521c
226,Fitzgerald_2007_JClinPsychopharmacol_17873682.pdf,rTMS,10.0,RMT,CITE,,,,,100.0,,,,MedDan,MP30,F8,70.0,,,1,17873682,10.1097/jcp.0b013e318151521c,https://doi.org/10.1097/jcp.0b013e318151521c
227,Khedr_2007_ClinNeurophysiol_17097343.pdf,rTMS,25.0,RMT,ML,E,50.0,5_10,,,90.0,100.0,,MedDan,MLR25,F8,90.0,,coil_siz: outer diameter; MSO range: 28-45%; MSO max: 50%,1,17097343,10.1016/j.clinph.2006.09.006,https://doi.org/10.1016/j.clinph.2006.09.006
228,Lang_2007_InvestOphthalmolVisSci_18055832.pdf,rTMS,5.0,PT,ML,,,5_10,,90.0,,,,MedDan,MP,F8,,MC-B70,,5,18055832,10.1167/iovs.07-0706,https://doi.org/10.1167/iovs.07-0706
229,Lefaucheur_2007_NeurophysiolClin_17996815.pdf,rTMS,10.0,RMT,ML,E,50.0,5_10,,90.0,,,,MedDan,MPX100,,,,target: standard and neuronavigated,1,17996815,10.1016/j.neucli.2007.07.003,https://doi.org/10.1016/j.neucli.2007.07.003
230,Mylius_2007_NeurosciLett_17258394.pdf,rTMS,10.0,RMT,ML,E,50.0,5_10,,80.0,,,,MedDan,MP,F8,50.0,MC-B70,site: dominant motor cortex; coil_siz: external diamter,5,17258394,10.1016/j.neulet.2006.12.042,https://doi.org/10.1016/j.neulet.2006.12.042
231,Pomeroy_2007_NeurorehabilNeuralRepair_17409389.pdf,rTMS,1.0,RMT,,,,5_10,,120.0,,,71.66666666666667,MagSti,R,F8,,,group: real rTMS + real VMC; MSO individual: Table 1,1,17409389,10.1177/1545968307300418,https://doi.org/10.1177/1545968307300418
232,Pomeroy_2007_NeurorehabilNeuralRepair_17409389.pdf,rTMS,1.0,RMT,,,,5_10,,120.0,,,67.0,MagSti,R,F8,,,group: real rTMS + placebo VMC; MSO individual: Table 1,1,17409389,10.1177/1545968307300418,https://doi.org/10.1177/1545968307300418
233,Rounis_2007_JCognNeurosci_17335398.pdf,rTMS,5.0,AMT,ML,,,5_10,,90.0,,,49.0,MagSti,R,F8,70.0,PN9925,experiment: 1; site: left DLPFC; MSO range: 37-61%,1,17335398,10.1162/jocn.2007.19.3.513,https://doi.org/10.1162/jocn.2007.19.3.513
234,Rounis_2007_JCognNeurosci_17335398.pdf,rTMS,5.0,AMT,ML,,,5_10,,90.0,,,46.0,MagSti,R,F8,70.0,PN9925,experiment: 1; site: right DLPFC; MSO range: 36-59%,1,17335398,10.1162/jocn.2007.19.3.513,https://doi.org/10.1162/jocn.2007.19.3.513
235,Rounis_2007_JCognNeurosci_17335398.pdf,rTMS,5.0,AMT,ML,,,5_10,,90.0,,,49.0,MagSti,R,F8,70.0,PN9925,experiment: 2; site: left PPC; MSO range: 37-61%,1,17335398,10.1162/jocn.2007.19.3.513,https://doi.org/10.1162/jocn.2007.19.3.513
236,Rounis_2007_JCognNeurosci_17335398.pdf,rTMS,5.0,AMT,ML,,,5_10,,90.0,,,46.0,MagSti,R,F8,70.0,PN9925,experiment: 2; site: right PPC; MSO range: 36-59%,1,17335398,10.1162/jocn.2007.19.3.513,https://doi.org/10.1162/jocn.2007.19.3.513
237,Shemmell_2007_JMotBehav_17251169.pdf,rTMS,5.0,AMT,ML,,50.0,3_5,0.05,90.0,,,,MagSti,R,F8,70.0,,experiment: 1,1,17251169,10.3200/JMBR.39.1.29-39,https://doi.org/10.3200/JMBR.39.1.29-39
238,Sperling_2007_Pharmacopsychiatry_17327961.pdf,rTMS,10.0,MT,,,,,,80.0,,,,MedDan,HS,F8,,,,1,17327961,10.1055/s-2006-958524,https://doi.org/10.1055/s-2006-958524
239,Terao_2007_JCognNeurosci_17714016.pdf,rTMS,1.0,AMT,ML,,,,,,,,48.3,MagSti,R,F8,80.0,,"experiment: 1; si_pct: 100% AMT + 5% MSO; protocol: sequential bilateral; coil_siz: outer diameter 115, inner diameter 80; multiple sites: 13 sites; MSO range: 35-65%",5,17714016,10.1162/jocn.2007.19.9.1556,https://doi.org/10.1162/jocn.2007.19.9.1556
240,Terao_2007_JCognNeurosci_17714016.pdf,rTMS,1.0,AMT,ML,,,,,,,,48.3,MagSti,R,F8,80.0,,"experiment: 2; si_pct: 100% AMT + 5% MSO; protocol: unilateral; coil_siz: outer diameter 115, inner diameter 80; multiple sites: 4 sites; MSO range: 35-65%",5,17714016,10.1162/jocn.2007.19.9.1556,https://doi.org/10.1162/jocn.2007.19.9.1556
241,Avanzino_2008_EurJNeurosci_18312586.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,90.0,,,,MagSti,R,F8,90.0,,coil_siz: wing diameter,1,18312586,10.1111/j.1460-9568.2008.06086.x,https://doi.org/10.1111/j.1460-9568.2008.06086.x
242,Balslev_2008_JNeurosci_18768690.pdf,rTMS,1.0,RMT,ML,V,,,,110.0,,,,MagSti,R,F8,70.0,,experiment: 1,1,18768690,10.1523/JNEUROSCI.1513-08.2008,https://doi.org/10.1523/JNEUROSCI.1513-08.2008
243,Balslev_2008_JNeurosci_18768690.pdf,rTMS,1.0,RMT,ML,V,,,,110.0,,,,MagSti,R,F8,70.0,,experiment: 2,1,18768690,10.1523/JNEUROSCI.1513-08.2008,https://doi.org/10.1523/JNEUROSCI.1513-08.2008
244,Gangitano_2008_SocNeurosci_18979382.pdf,rTMS,1.0,MT,ML,E,50.0,5_10,,90.0,,,,MagSti,SR,F8,70.0,,site: DLPFC,4,18979382,10.1080/17470910701516838,https://doi.org/10.1080/17470910701516838
245,Gangitano_2008_SocNeurosci_18979382.pdf,rTMS,1.0,MT,ML,E,50.0,5_10,,90.0,,,,MagSti,SR,F8,70.0,,site: caudal PMC,4,18979382,10.1080/17470910701516838,https://doi.org/10.1080/17470910701516838
246,Gentner_2008_CerebCortex_18165282.pdf,cTBS,,RMT,ML,E,50.0,5_10,,70.0,,,24.0,MedDan,MPX100,F8,,C-B60,experiment: 1; protocol: 300 pulses,1,18165282,10.1093/cercor/bhm239,https://doi.org/10.1093/cercor/bhm239
247,Gentner_2008_CerebCortex_18165282.pdf,cTBS,,RMT,ML,E,50.0,5_10,,70.0,,,23.0,MedDan,MPX100,F8,,C-B60,experiment: 2; protocol: 300 pulses + ACT1.5,1,18165282,10.1093/cercor/bhm239,https://doi.org/10.1093/cercor/bhm239
248,Gentner_2008_CerebCortex_18165282.pdf,cTBS,,RMT,ML,E,50.0,5_10,,70.0,,,22.0,MedDan,MPX100,F8,,C-B60,experiment: 3; protocol: 300 pulses + ACT5,1,18165282,10.1093/cercor/bhm239,https://doi.org/10.1093/cercor/bhm239
249,Gentner_2008_CerebCortex_18165282.pdf,cTBS,,RMT,ML,E,50.0,5_10,,70.0,,,21.0,MedDan,MPX100,F8,,C-B60,experiment: 4; protocol: 600 pulses,1,18165282,10.1093/cercor/bhm239,https://doi.org/10.1093/cercor/bhm239
250,Gentner_2008_CerebCortex_18165282.pdf,cTBS,,AMT,ML,E,200.0,5_10,,80.0,,,20.0,MedDan,MPX100,F8,,C-B60,experiment: 7; Huang protocol,1,18165282,10.1093/cercor/bhm239,https://doi.org/10.1093/cercor/bhm239
251,Gilio_2008_NeurosciLett_18450379.pdf,rTMS,5.0,RMT,CITE,,,,,120.0,,,57.85,MagSti,HF,F8,,,group: patient; site: left M1,1,18450379,10.1016/j.neulet.2008.03.072,https://doi.org/10.1016/j.neulet.2008.03.072
252,Gilio_2008_NeurosciLett_18450379.pdf,rTMS,5.0,RMT,CITE,,,,,120.0,,,56.25,MagSti,HF,F8,,,group: patient; site: right M1,1,18450379,10.1016/j.neulet.2008.03.072,https://doi.org/10.1016/j.neulet.2008.03.072
253,Gilio_2008_NeurosciLett_18450379.pdf,rTMS,5.0,RMT,CITE,,,,,120.0,,,57.85,MagSti,HF,F8,,,group: healthy; site: left M1,1,18450379,10.1016/j.neulet.2008.03.072,https://doi.org/10.1016/j.neulet.2008.03.072
254,Gilio_2008_NeurosciLett_18450379.pdf,rTMS,5.0,RMT,CITE,,,,,120.0,,,56.25,MagSti,HF,F8,,,group: healthy site: right M1,1,18450379,10.1016/j.neulet.2008.03.072,https://doi.org/10.1016/j.neulet.2008.03.072
255,Hamidi_2008_BrainRes_18662678.pdf,rTMS,10.0,,,E,,,,110.0,,,,MagSti,R,F8,70.0,,experiment: 1; site: DLPFC,1,18662678,10.1016/j.brainres.2008.07.008,https://doi.org/10.1016/j.brainres.2008.07.008
256,Hamidi_2008_BrainRes_18662678.pdf,rTMS,10.0,,,E,,,,110.0,,,,MagSti,R,F8,70.0,,experiment: 1; site: SPL,1,18662678,10.1016/j.brainres.2008.07.008,https://doi.org/10.1016/j.brainres.2008.07.008
257,Hamidi_2008_BrainRes_18662678.pdf,rTMS,10.0,,,E,,,,110.0,,,,MagSti,R,F8,70.0,,experiment: 2; site: FEF,1,18662678,10.1016/j.brainres.2008.07.008,https://doi.org/10.1016/j.brainres.2008.07.008
258,Hamidi_2008_BrainRes_18662678.pdf,rTMS,10.0,,,E,,,,110.0,,,,MagSti,R,F8,70.0,,experiment: 2; site: IPS,1,18662678,10.1016/j.brainres.2008.07.008,https://doi.org/10.1016/j.brainres.2008.07.008
259,Jorge_2008_ArchGenPsychiatry_18316673.pdf,rTMS,10.0,RMT,MLTH_AW,E,50.0,5_10,,110.0,,,,MagSti,SR,F8,70.0,,site: left DLPC; th_strat: MLS-PEST ref 27,4,18316673,10.1001/archgenpsychiatry.2007.45,https://doi.org/10.1001/archgenpsychiatry.2007.45
260,Jorge_2008_ArchGenPsychiatry_18316673.pdf,rTMS,10.0,RMT,MLTH_AW,E,50.0,5_10,,110.0,,,,MagSti,SR,F8,70.0,,site: left prefrontal cortex; th_strat: MLS-PEST ref 27,4,18316673,10.1001/archgenpsychiatry.2007.45,https://doi.org/10.1001/archgenpsychiatry.2007.45
261,Khedr_2008_JNeurolNeurosurgPsychiatry_18202212.pdf,rTMS,1.0,MT,CITE,,,,,100.0,,,,,,F8,90.0,,coil_siz: external loop diameter,4,18202212,10.1136/jnnp.2007.127712,https://doi.org/10.1136/jnnp.2007.127712
262,Khedr_2008_JNeurolNeurosurgPsychiatry_18202212.pdf,rTMS,10.0,MT,CITE,,,,,100.0,,,,,,F8,90.0,,coil_siz: external loop diameter,4,18202212,10.1136/jnnp.2007.127712,https://doi.org/10.1136/jnnp.2007.127712
263,Khedr_2008_JNeurolNeurosurgPsychiatry_18202212.pdf,rTMS,25.0,MT,CITE,,,,,90.0,,,,,,F8,90.0,,coil_siz: external loop diameter,4,18202212,10.1136/jnnp.2007.127712,https://doi.org/10.1136/jnnp.2007.127712
264,Knapp_2008_JAffectDisord_18262655.pdf,rTMS,10.0,MT,,,,,,110.0,,,,MagSti,SR,,,,,1,18262655,10.1016/j.jad.2008.01.001,https://doi.org/10.1016/j.jad.2008.01.001
265,Koch_2008_MultScler_18573820.pdf,rTMS,5.0,RMT,ML,E,50.0,3_5,,100.0,,,,MagSti,R,F8,90.0,,,4,18573820,10.1177/1352458508088710,https://doi.org/10.1177/1352458508088710
266,Langguth_2008_ExpBrainRes_18066684.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,110.0,,,47.74,MedDan,,F8,90.0,,coil_siz: outer diameter; site: left auditory cortex,4,18066684,10.1007/s00221-007-1228-1,https://doi.org/10.1007/s00221-007-1228-1
267,Langguth_2008_ExpBrainRes_18066684.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,110.0,,,47.96000000000001,MedDan,,F8,90.0,,coil_siz: outer diameter; site: left auditory cortex; protocol: main,4,18066684,10.1007/s00221-007-1228-1,https://doi.org/10.1007/s00221-007-1228-1
268,Langguth_2008_ExpBrainRes_18066684.pdf,rTMS,6.0,RMT,ML,E,50.0,5_10,,90.0,,,39.24,MedDan,,F8,90.0,,coil_siz: outer diameter; site: left auditory cortex; protocol: priming,4,18066684,10.1007/s00221-007-1228-1,https://doi.org/10.1007/s00221-007-1228-1
269,Merabet_2008_plosOne_18728773.pdf,rTMS,1.0,MT,,,,,,110.0,,,,MagSti,R,F8,70.0,,group: blindfolded,1,18728773,10.1371/journal.pone.0003046,https://doi.org/10.1371/journal.pone.0003046
270,Merabet_2008_plosOne_18728773.pdf,rTMS,1.0,MT,,,,,,110.0,,,,MagSti,R,F8,70.0,,group: non-blindfolded,1,18728773,10.1371/journal.pone.0003046,https://doi.org/10.1371/journal.pone.0003046
271,Miller_2008_NeuroImage_17936014.pdf,rTMS,1.0,MT,ML,V,,5_10,,115.0,,,52.0,NeuNet,NP,F8,70.0,,site: left MFG,1,17936014,10.1016/j.neuroimage.2007.08.023,https://doi.org/10.1016/j.neuroimage.2007.08.023
272,Miller_2008_NeuroImage_17936014.pdf,rTMS,1.0,MT,ML,V,,5_10,,115.0,,,51.0,NeuNet,NP,F8,70.0,,site: left SMG,1,17936014,10.1016/j.neuroimage.2007.08.023,https://doi.org/10.1016/j.neuroimage.2007.08.023
273,Uddén_2008_BrainRes_18617159.pdf,rTMS,1.0,RMT,,E,50.0,5_10,,110.0,,,,MagSti,,F8,70.0,,site: left IFG,1,18617159,10.1016/j.brainres.2008.05.070,https://doi.org/10.1016/j.brainres.2008.05.070
274,Uddén_2008_BrainRes_18617159.pdf,rTMS,1.0,RMT,,E,50.0,5_10,,110.0,,,,MagSti,,F8,70.0,,site: right IFG,1,18617159,10.1016/j.brainres.2008.05.070,https://doi.org/10.1016/j.brainres.2008.05.070
275,Zanette_2008_JNeurolSci_18304580.pdf,rTMS,5.0,RMT,,,,,,110.0,,,,MagSti,SR,F8,,,site: left MC - upper-limb,1,18304580,10.1016/j.jns.2008.01.011,https://doi.org/10.1016/j.jns.2008.01.011
276,Zanette_2008_JNeurolSci_18304580.pdf,rTMS,5.0,RMT,,,,,,110.0,,,,MagSti,SR,F8,,,site: right MC - upper-limb,1,18304580,10.1016/j.jns.2008.01.011,https://doi.org/10.1016/j.jns.2008.01.011
277,Zanette_2008_JNeurolSci_18304580.pdf,rTMS,5.0,RMT,,,,,,110.0,,,,MagSti,SR,R,,,site: left MC - lower-limb,1,18304580,10.1016/j.jns.2008.01.011,https://doi.org/10.1016/j.jns.2008.01.011
278,Zanette_2008_JNeurolSci_18304580.pdf,rTMS,5.0,RMT,,,,,,110.0,,,,MagSti,SR,R,,,site: right MC - lower-limb,1,18304580,10.1016/j.jns.2008.01.011,https://doi.org/10.1016/j.jns.2008.01.011
279,Alexander_2009_ExpBrainRes_18665355.pdf,rTMS,10.0,FXD,,,,,,,,,72.5,MagSti,SR,F8,70.0,,site: V5; group: blind; mso: 65 + 75-80%,1,18665355,10.1007/s00221-008-1508-4,https://doi.org/10.1007/s00221-008-1508-4
280,Alexander_2009_ExpBrainRes_18665355.pdf,rTMS,10.0,FXD,,,,,,,,,72.5,MagSti,SR,F8,70.0,,site: V3; group: blind; mso: 65 + 75-80%,1,18665355,10.1007/s00221-008-1508-4,https://doi.org/10.1007/s00221-008-1508-4
281,Alexander_2009_ExpBrainRes_18665355.pdf,rTMS,10.0,FXD,,,,,,,,,65.0,MagSti,SR,F8,70.0,,site: V5; group: healthy,1,18665355,10.1007/s00221-008-1508-4,https://doi.org/10.1007/s00221-008-1508-4
282,Alexander_2009_ExpBrainRes_18665355.pdf,rTMS,10.0,FXD,,,,,,,,,65.0,MagSti,SR,F8,70.0,,site: V3; group: healthy,1,18665355,10.1007/s00221-008-1508-4,https://doi.org/10.1007/s00221-008-1508-4
283,Aoyama_2009_NeurosciRes_18992287.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,58.0,,,53.8,MedDan,MP,F8,,MC-B70,MSO individual: Table 1;coil-scalp distance: 15 mm; mso: defined at 0 mm and 100 RMT,1,18992287,10.1016/j.neures.2008.10.003,https://doi.org/10.1016/j.neures.2008.10.003
284,Aoyama_2009_NeurosciRes_18992287.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,41.0,,,53.8,MedDan,MP,F8,,MC-B70,MSO individual: Table 1;coil-scalp distance: 25 mm; mso: defined at 0 mm and 100 RMT,1,18992287,10.1016/j.neures.2008.10.003,https://doi.org/10.1016/j.neures.2008.10.003
285,Aoyama_2009_NeurosciRes_18992287.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,28.0,,,53.8,MedDan,MP,F8,,MC-B70,MSO individual: Table 1;coil-scalp distance: 35 mm; mso: defined at 0 mm and 100 RMT,1,18992287,10.1016/j.neures.2008.10.003,https://doi.org/10.1016/j.neures.2008.10.003
286,DiLazzaro_2009_NeurosciLett_19682544.pdf,cTBS,,AMT,ML,E,200.0,5_10,,80.0,,,,MedDan,MP,F8,,MCF-B-65,protocol: bilateral; site: left hand motor area ,4,19682544,10.1016/j.neulet.2009.08.020,https://doi.org/10.1016/j.neulet.2009.08.020
287,DiLazzaro_2009_NeurosciLett_19682544.pdf,cTBS,,AMT,ML,E,200.0,5_10,,80.0,,,,MedDan,MP,F8,,MCF-B-65,protocol: bilateral; site: right hand motor area ,4,19682544,10.1016/j.neulet.2009.08.020,https://doi.org/10.1016/j.neulet.2009.08.020
288,Dresler_2009_WorldJBiolPsychiatry_19396702.pdf,rTMS,10.0,MT,,,,,,110.0,,,,,,,,,device information: not reported,1,19396702,10.1080/15622970902898147,https://doi.org/10.1080/15622970902898147
289,Kozel_2009_Neuroimage_19446635.pdf,rTMS,1.0,MT,MTAT,,,,,120.0,,,,NeuNet,2100CRS,,,,"site: Motor cortex, MSO max: 100%",4,19446635,10.1016/j.neuroimage.2009.05.016,https://doi.org/10.1016/j.neuroimage.2009.05.016
290,Kozel_2009_Neuroimage_19446635.pdf,rTMS,1.0,MT,MTAT,,,,,120.0,,,,NeuNet,2100CRS,,,,"site: Prefrontal cortex, MSO max: 100%",4,19446635,10.1016/j.neuroimage.2009.05.016,https://doi.org/10.1016/j.neuroimage.2009.05.016
291,Martin_2009_BrainLang_19695692.pdf,rTMS,1.0,MT,,V,,5_10,,90.0,,,,,,F8,70.0,,"multiple sites: M1, Mouth, PTr anterior, PTr posterior, Pop; experiment: pilot",4,19695692,10.1016/j.bandl.2009.07.007,https://doi.org/10.1016/j.bandl.2009.07.007
292,Martin_2009_BrainLang_19695692.pdf,rTMS,1.0,MT,,V,,5_10,,90.0,,,,,,F8,70.0,,site: PTr anterior (Patient 2= poor responder); PTr posterior (Patient 1= good responder); experiment: main,4,19695692,10.1016/j.bandl.2009.07.007,https://doi.org/10.1016/j.bandl.2009.07.007
293,Nahmias_2009_Pain_19822394.pdf,rTMS,10.0,RMT,ML,E,50.0,0.5,,80.0,,,,MagVen,MPX100,F8,,FC,site: right DLPFC,4,19822394,10.1016/j.pain.2009.09.016,https://doi.org/10.1016/j.pain.2009.09.016
294,Nahmias_2009_Pain_19822394.pdf,rTMS,10.0,RMT,ML,E,50.0,0.5,,80.0,,,,MagVen,MPX100,F8,,FC,site: left M1,4,19822394,10.1016/j.pain.2009.09.016,https://doi.org/10.1016/j.pain.2009.09.016
295,Pötter-Nerger_2009_JNeurophysiol_19726723.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,90.0,,,,MedDan,MP100,F8,,MC-B70,,1,19726723,10.1152/jn.91046.2008,https://doi.org/10.1152/jn.91046.2008
296,Pötter-Nerger_2009_JNeurophysiol_19726723.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,90.0,,,,MedDan,MP100,F8,,MC-B70,,1,19726723,10.1152/jn.91046.2008,https://doi.org/10.1152/jn.91046.2008
297,Rektor_2009_ParkinsonismRelatDisord_20083016.pdf,rTMS,1.0,,,,,,,,,,,,,,,,site: right inferior frontal cortex; sparse information,4,20083016,10.1016/S1353-8020(09)70788-6,https://doi.org/10.1016/S1353-8020(09)70788-6
298,Rektor_2009_ParkinsonismRelatDisord_20083016.pdf,rTMS,1.0,,,,,,,,,,,,,,,,site: left DLPFC; sparse information,4,20083016,10.1016/S1353-8020(09)70788-6,https://doi.org/10.1016/S1353-8020(09)70788-6
299,Rotenberg_2009_EpilepsyBehav_19747883.pdf,rTMS,1.0,RMT,,,,,,70.0,,,,MedDan,MPX100,F8,,,multiple stimulators,1,19747883,10.1016/j.yebeh.2009.08.010,https://doi.org/10.1016/j.yebeh.2009.08.010
300,Rotenberg_2009_EpilepsyBehav_19747883.pdf,rTMS,1.0,FXD,,,,,,,,,70.0,MedDan,MPX100,F8,,,multiple stimulators,1,19747883,10.1016/j.yebeh.2009.08.010,https://doi.org/10.1016/j.yebeh.2009.08.010
301,Schutter_2009_JPsychiatryNeurosci_19125214.pdf,rTMS,20.0,MT,5STEP_CITE,,,,,80.0,,,,NeuNet,,,,,site: cerebellum; coil_mo: iron core coil,1,19125214,,https://doi.org/None
302,Speer_2009_JAffectDisord_19027962.pdf,rTMS,20.0,MT,ML,V,,5_10,,100.0,,,,,,,,,device information: not reported,1,19027962,10.1016/j.jad.2008.10.006,https://doi.org/10.1016/j.jad.2008.10.006
303,Speer_2009_JAffectDisord_19027962.pdf,rTMS,1.0,MT,ML,V,,5_10,,100.0,,,,,,,,,device information: not reported,1,19027962,10.1016/j.jad.2008.10.006,https://doi.org/10.1016/j.jad.2008.10.006
304,Stinear_2009_BrainStimul_20633415.pdf,iTBS,,AMT,ML,E,100.0,4_8,0.05,80.0,,,,MagSti,R,F8,,,,1,20633415,10.1016/j.brs.2009.01.001,https://doi.org/10.1016/j.brs.2009.01.001
305,Stinear_2009_BrainStimul_20633415.pdf,cTBS,,AMT,ML,E,100.0,4_8,0.05,80.0,,,,MagSti,R,F8,,,,1,20633415,10.1016/j.brs.2009.01.001,https://doi.org/10.1016/j.brs.2009.01.001
306,Thompson_2009_HumBrainMapp_19224619.pdf,rTMS,1.0,PT,,,,,,100.0,,,,MagSti,R2,F8,70.0,AC,site: striate cortex; coil_siz: 2 * 70 mm active surface,1,19224619,10.1002/hbm.20736,https://doi.org/10.1002/hbm.20736
307,Thompson_2009_HumBrainMapp_19224619.pdf,rTMS,1.0,PT,,,,,,100.0,,,,MagSti,R2,F8,70.0,AC,site: extrastriate cortex; coil_siz: 2 * 70 mm active surface,1,19224619,10.1002/hbm.20736,https://doi.org/10.1002/hbm.20736
308,vanDijk_2009_MovDisord_19224604.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,80.0,,,,MedDan,MP,F8,60.0,,site: motor,1,19224604,10.1002/mds.22462,https://doi.org/10.1002/mds.22462
309,vanDijk_2009_MovDisord_19224604.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,80.0,,,,MedDan,MP,F8,60.0,,site: parietal,1,19224604,10.1002/mds.22462,https://doi.org/10.1002/mds.22462
310,Arias_2010_SleepMed_20674489.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,90.0,,,,MagSti,R,R,90.0,HP,,1,20674489,10.1016/j.sleep.2010.05.003,https://doi.org/10.1016/j.sleep.2010.05.003
311,Calvo-Merino_2010_ExpBrainRes_20473752.pdf,rTMS,10.0,RMT,ML,E,50.0,5_10,,120.0,,,52.0,MagSti,200,F8,70.0,,MSO range: 42-66%,1,20473752,10.1007/s00221-010-2283-6,https://doi.org/10.1007/s00221-010-2283-6
312,Delvendahl_2010_ClinNeurophysiol_20074998.pdf,rTMS,0.1,RMT,,E,1000.0,,,100.0,,,,,,,,,supratrehshold protocol,1,20074998,10.1016/j.clinph.2009.09.034,https://doi.org/10.1016/j.clinph.2009.09.034
313,Delvendahl_2010_ClinNeurophysiol_20074998.pdf,rTMS,0.1,RMT,MLTH_AW,E,50.0,,,80.0,,,33.760000000000005,,,,,,subtrehshold protocol,1,20074998,10.1016/j.clinph.2009.09.034,https://doi.org/10.1016/j.clinph.2009.09.034
